nama_tempat,user,review,rating
Mie Gacoan Bandung - Buah Batu,Auliya rahma,mantap tempat nya nyaman,5
Mie Gacoan Bandung - Buah Batu,Restu Hilmi,enak sejuk adem tidak ada pengamen mantap enaken,5
Mie Gacoan Bandung - Buah Batu,Nofi Anugrahwati,Intinya harus sabar mengantri....enak dan terjangkau...👍👍 …,5
Mie Gacoan Bandung - Buah Batu,Laa?,makanannya enak + tempat nya juga lumayan luas,5
Mie Gacoan Bandung - Buah Batu,Ranca Bolang,"enakkk,bagus jugaa tempat nya pokonya debest deh",5
Mie Gacoan Bandung - Buah Batu,nenty gultom,"Harga murah, pelayanan yang baik, Makanan yg enak ,
The best",5
Mie Gacoan Bandung - Buah Batu,Queen Naura,enak banget mantap,5
Mie Gacoan Bandung - Buah Batu,MuLan baraza,Tempatnya enak dan nyaman...menu makanannya dari nama2 setan😁😍 …,5
Mie Gacoan Bandung - Buah Batu,Muhammad Rafki,"pelayanan yang cepat, serta para pegawai yang responsif juga sangat ramah",5
Mie Gacoan Bandung - Buah Batu,Rahmi Fitriani,Tempatnya enak makan enak best pokonya,5
Mie Gacoan Bandung - Buah Batu,Shafira Khairina,"pelayanan nya ramah, tempat nya nyamaann dan bersihh",5
Mie Gacoan Bandung - Buah Batu,Neita,"Tempat nya bagusss,pelayanan nya juga baguss tempat nya juga nyaman buat nongkrong hihi",5
Mie Gacoan Bandung - Buah Batu,zoya ramadhani,pelayanan nya ramah bangett suka banget,5
Mie Gacoan Bandung - Buah Batu,Nena risdimayanti Nena,"Tukang parkir nya pada ramah,tempat nya enak Ken 🙏 …",5
Mie Gacoan Bandung - Buah Batu,Zhafran Nviant,"Makanan dingin masih di sajiin mana makanan di take away, minimal anget ini kagak anget sama sekali, bad banget ketimbang cabang lain !!",1
Mie Gacoan Bandung - Buah Batu,Widiaa Novita,Pelayanan nya ramah dan pesanan cepat diantar,5
Mie Gacoan Bandung - Buah Batu,Antonius Ryonathan Purwanto,"Serving time nya set jam ga worth it buat nunggu karena karyawannya banyak tapi pemanggilan makanannya lama dan tidak berurutan sesuai antrian, makannya dingin ketika di ambil.",2
Mie Gacoan Bandung - Buah Batu,Velin Elka Fadila,"Tempatnya enak, makannanya juga enakk, janlup kesini ☆",5
Mie Gacoan Bandung - Buah Batu,Reza Naftali Rahmayosa,"Baru kaliini makan gacoan, mie duluan yg dtg. Lg haus bgt ngarep minuman cpt dtg eh malah lama, ada kali baru 20 menit duduk dan mie udh dateng, minuman baru dtg. Sampe mie udh dingin nunggu tu minuman. Udh ga selera makan jg tapi krn laper ya yauda deh. Pdhl store ga begitu rame yg dine in",1
Mie Gacoan Bandung - Buah Batu,siti rahma,"makanan nya enak , tempat nya nyaman dan bersih",5
Mie Gacoan Bandung - Buah Batu,Kemala Damayanti,"antreannya selalu panjang & penuh, tapi ga pernah bosen sih makan disini",4
Mie Gacoan Bandung - Buah Batu,Wahyu Rahmat,"Tempatnya luas, makanan minumannya enak enak",5
Mie Gacoan Bandung - Buah Batu,Lin Krln,"Pelayanannya sangat ramah dan cepat,buat tempatnya juga enak dan nyaman banget sih,pokonya the best sih tempatnya",5
Mie Gacoan Bandung - Buah Batu,Yunita Amalia3,Makanan enakkk,5
Mie Gacoan Bandung - Buah Batu,Fadhlu Fadhli,"Ada tempat buat ngasih tau mie sama levelnya, gampang cuma tinggal kasih ceklis aja ga sih, malah nulis gajelas kek gini, rawan ketuker.",1
Mie Gacoan Bandung - Buah Batu,maysazalfa Wahyuni,"Bagus pelayanannya baik ramah juga, tempatnya keren, harganya juga terjangkau",5
Mie Gacoan Bandung - Buah Batu,Alby,"makanan terutama mie rasanya hambar, pangsit  krg matang+keras, udang lumpia asin + ga dpt saos, minuman greentea rasa sabun cuci (mamalemon), teh tarik maniss poll, yg pling masuk d lidah cmn air putih …",1
Mie Gacoan Bandung - Buah Batu,Budiana Risma Sunandar,"Gk ada yg lebih beretika ya tukang parkirnya
Dah gitu mahal lagi",1
Mie Gacoan Bandung - Buah Batu,Yuki Nuraeni,"Pelayanan kasir nya sangat ramah, tempatnya nyaman, mie nya juga enak banget, sukses trus GACOAN",5
Mie Gacoan Bandung - Buah Batu,sifa fadilah,"pelayanannya cepet ga bikin nunggu lama, alat makan sm tempatnya bersih jg ga berceceran, pokoknya semuanya akan sii bestt👍🏻 …",5
Mie Gacoan Bandung - Buah Batu,Farah Diffa,"aku dine in sama take away, dan dua duanyaaa rasanya aneeh sih. buat yang dine in fi nya sangat beceekk, trs mie nya udah sedikit asem sama bau tepung😭 udang kejunya juga asem, kl makanan yang di take away nya becek juga, sampe rembes si …",2
Mie Gacoan Bandung - Buah Batu,Neni nazua,karena bagus tempat nya dan nyaman makanan juga enak sama penglayannan juga bagus,5
Mie Gacoan Bandung - Buah Batu,Salsabilla channel,enak banget tapi udang keju ny lama,5
Mie Gacoan Bandung - Buah Batu,Melani Safitri,"Seru banget pelayanan nya cepet banget ramah"" jugaa",5
Mie Gacoan Bandung - Buah Batu,imuzzly,"Mie gacoan enak. Suasana nya enak, mantap pokonya. Plis jangan naik harganya sya sbg pecinta mie sgt merekomendasikan gacoan.",4
Mie Gacoan Bandung - Buah Batu,Silmi Sabila,"tempatnya enak, asik, makananya enak, karyawannya ramah2",5
Mie Gacoan Bandung - Buah Batu,Gita Siti Nur Zakia,tempatnya sangat bguss dan pelayanannya menyrnangkan,5
Mie Gacoan Bandung - Buah Batu,irwan alfarizy,Lama bgt nunggu makanan nya sampe 1jam lebih kalo yg laper malem2 mending jangan kesini keburu salatri ceuk orang sunda mah 😅 air habis makanan belum jadi 🤣🤣🤣 …,3
Mie Gacoan Bandung - Buah Batu,denanda najilah,"Enak, pelayanan nya sangat ramah, bakal balik kesini lagi 🙌🏻 …",5
Mie Gacoan Bandung - Buah Batu,Treesna Siinta (Tresn),Mampir pas lagi jalan makan mie gacoan emang the best😋 …,5
Mie Gacoan Bandung - Buah Batu,Santi Santi,"Mie angel tidak ada rasa, siomay ayam enak, udang keju enak, es sundel bolong enak, es tuyul enak.",5
Mie Gacoan Bandung - Buah Batu,Sasa,"Makanan nya enak , Pelayanannya ramah",5
Mie Gacoan Bandung - Buah Batu,Putry Nur Febriany,makanannya enak bersih adem,5
Mie Gacoan Bandung - Buah Batu,Akmal Nur Hakim,"tingkatkan lagi soal pickup order ojol aga dipercepat sih , selebihnya good",4
Mie Gacoan Bandung - Buah Batu,BlueMactavish,pelayanan nya cepat. makanannya enak,5
Mie Gacoan Bandung - Buah Batu,Indri Rengganis,"Pelayanannya cepet, makanannya enak, tempatnya nyaman",5
Mie Gacoan Bandung - Buah Batu,Peri Nurjaman,Mie nya enak tempatnya luas harga terjangkau,5
Mie Gacoan Bandung - Buah Batu,Sani Halimatusyadiah,"Izin ngasih masukan kak itu mushola nya tolong agak di perhatikan lagi, lantai nya licin sama mukena buat perempuannya maaf bau bgt, sepertinya ada beberapa mukena yg harus di cuci ulang 🙏🙏 tapi buat semuanya udh bagus bgt, makanan enak, tisu abis langsung di isi ulang, pelayanan juga ramah. Makasihhh …",4
Mie Gacoan Bandung - Buah Batu,Muhammad Sabiq,Lisna nya ramah baik,5
Mie Gacoan Bandung - Buah Batu,Adhella Maryam,"tempat nyaaa nyaman, toilet nyaa jugaa bersih",5
Mie Gacoan Bandung - Buah Batu,Desi Rosyanti,"Makanannya enak, apalagi udang kejunya 🤤 …",4
Mie Gacoan Bandung - Buah Batu,ARZ KYOU,"Di bawa pulang rasa nya beda saya pesan mie gacoan level 1 tapi pedes kaya level 3 sdngkan saya makan di tempat nya level 1 ga pedes sama sekali,lebih di perhatiin lagi untuk masak nya jangan lupa di bilass dulu sebelum masak",1
Mie Gacoan Bandung - Buah Batu,Farhan Fauzaan Y,"Kalo mau kesini, hindari jam 11-2 siang, 5-8 malam karena selalu penuh. Kalo penuh disediakan ruang tunggu
Bagusnya gacoan ini buka 24jam. …",5
Mie Gacoan Bandung - Buah Batu,Brinadia S,Parkir motornya mahal pdhl harga makanannya murah2,3
Mie Gacoan Bandung - Buah Batu,Friska Natasya nur agustin,Suasana nya adem makann nya enak ²,5
Mie Gacoan Bandung - Buah Batu,rayhan elnino,wajib kesinii sie makanan nya enak bangett haraga terjangkau,5
Mie Gacoan Bandung - Buah Batu,Juniar Alisa,"Pelayanannya mah cepet sih cuma mienya itu ga seenak kaya di cabang setiabudhi, dingin gt pokoknya beda laaah",4
Mie Gacoan Bandung - Buah Batu,Andhara Zahran,"enak banget, tempat nya bersih jugaaa",5
Mie Gacoan Bandung - Buah Batu,rafa massaki,"mie nya nge mie banget enak deh, ujang kedunya juga ngedu banget",5
Mie Gacoan Bandung - Buah Batu,Salsa Billa,"mantapp pokonyaa, wajibbb bangett kesinii❤️❤️",5
Mie Gacoan Bandung - Buah Batu,Iqbal adi Nugraha,"Sangat disayangkan Sistem pembayaran nya Tidak Begitu flexibel,Ada Jam jam Tertentu Untuk mengunakan debit,Dan ada Jam Tertentu Pembayaran Cash,Seharusnya bisa flexibel,Sampai gak mood Untuk makan",2
Mie Gacoan Bandung - Buah Batu,Nurul Ashfiya,"Makannanya enak, udang keju nya paling mantap. Tempatnya juga luas :)",5
Mie Gacoan Bandung - Buah Batu,Nabil Habli,Banyakin lagi pekerjanya. Meja banyak yang ga sempet di beresin karena crowded..,3
Mie Gacoan Bandung - Buah Batu,moana asha,"makanan nya cepet datangg, suasananya nyamann.",5
Mie Gacoan Bandung - Buah Batu,nanang unyilll,"dari segi makanan oke enak, pelayanan juga bagus tempat oke nyaman🫰🫶 …",5
Mie Gacoan Bandung - Buah Batu,Jajat Sudrajat,"Pelayanan resto sangat tidak memuaskan. Pesanan dibuat setelah driver tiba di resto. Sdh dpt jauhnya jauh, setelah tiba di resto antri pula. Sehingga menunggu pesanan menjadi lebih lama lagi. Kasihan customer menunggu pesanannya kelamaan. Belum lg posisi resto pas perepatan buahbatu. Sdh macet, antri & lama menunggunya.",1
Mie Gacoan Bandung - Buah Batu,aceng bancet,"Pelayanan gelo, sudah memesan tp tidak datang2 stelah di complain ternyata belom di bikin, waitersnya pas anter mknanya acak2an bnyk lama, jutek sih keliatan mrh tp ga masalah cm aduh itu acak2an sampe ada mie nya nempel di bawah piring …",1
Mie Gacoan Bandung - Buah Batu,Akun Game,"Makanannya enak, tempat nya nyaman",5
Mie Gacoan Bandung - Buah Batu,Rachma Juanita,"tempatnya luas nyaman, makanannya murah & enak,",5
Mie Gacoan Bandung - Buah Batu,Desy Ayu Lestari,"Dear personalia Gacoan buah batu!
Saya jadi kapok ke gacoan yg di buah batu Kapok Bagettt 🥴 Saya tau gacoan emang selalu penuh dan saya udah pernah coba gacoan dibeberapa tempat dan ini paling …",1
Mie Gacoan Bandung - Buah Batu,syifa nurhasanah,Mie nya enak pas sama selera sendiri wort it bangett pokoknya enakk,5
Mie Gacoan Bandung - Buah Batu,Linda Lestari,"Pelayanannya ketus
Ya kalo misal cape gak usah kerja lah y
Saya waktu itu pesen mie gacoan nunggu agak lama ok lah soalnya rame saya maklum …",1
Mie Gacoan Bandung - Buah Batu,Danu Suparman,Nunggu lamaaa bgt hampir 1:30jam resto kotor bau pelayanan kurang ramah,1
Mie Gacoan Bandung - Buah Batu,Najwa Adinda,"pelayanannyaa ramah, dan tempatnya bersih dan nyaman",5
Mie Gacoan Bandung - Buah Batu,Berliana Dharmajati,makanan nya enak pelayanan nya bagus,5
Mie Gacoan Bandung - Buah Batu,Sherly Mawarni Kusumah,"Enakk tempatnya ga antrii, pelayanann cepett, mie gacoannya rasanya passs",5
Mie Gacoan Bandung - Buah Batu,Virka Melita,"suka penuh dan ga kebagian table 🥲
enak dan murah …",5
Mie Gacoan Bandung - Buah Batu,Resta Mardiansyah,Nyamann dan enakk,5
Mie Gacoan Bandung - Buah Batu,Namaku Izmi,"Kenapa si gak online gak offline perasaan jorok bgt packaging nya, setiap beli online kedapetan yg kotor tempatnya. Tolong di tingkatkan lgi ya",3
Mie Gacoan Bandung - Buah Batu,Yohana Jesica,"Makanannya enak, pelayanannya juga baik dan ramah, meski kadang sering tertukar antara tingkat pedas.",5
Mie Gacoan Bandung - Buah Batu,CUCIIN STORE TUTORIAL,"Gilq, gw nunggu datengnya mie sampe 1 jam setengah. Padahal orang yang datengnya setelah gw udh beres makann, makannaan gw belum dateng juga",1
Mie Gacoan Bandung - Buah Batu,Cahya Abdul Azis,"Mie nya enak, pelayanan bagus, tempatnya jga nyaman",5
Mie Gacoan Bandung - Buah Batu,Muhammad Jayidan Nur Hakim,"Gua ngasi rate service jelek karena waktu itu, minuman gua tumpah, dan posisinya itu kesalahan pegawai gacoannya. Dia ngasih minuman pake tray, dan kelepas tray nya sama dia sendiri. Terus gua tanya ke dia, “Bisa diganti gak minumannya?” …",1
Mie Gacoan Bandung - Buah Batu,Reviana Putri223,makanan nya enak sekali!!!,5
Mie Gacoan Bandung - Buah Batu,Nitaa Lestari,"tempat dan suasana yang nyaman,pelayanan yang baik dan makanan yang enak",5
Mie Gacoan Bandung - Buah Batu,RUMAH MADE,"Jadi lebih baik dari segi makanan, tapi tolong kebersihanya lebih dijaga ya, pada saat saya lewat parkiran tepatnya penjaga kalo kita bayar parkir ituada yang sedang bersihkan sampah/limbah cair gacoan yang aromanya pekat terkena hidung... Semoga lebih baik lagi",5
Mie Gacoan Bandung - Buah Batu,Wafiq krmh,"harganya cocok dan makanan nya enak, pelayanan nya bagus dan ramah ramah",5
Mie Gacoan Bandung - Buah Batu,Nabil Abduloh,Makanan nya enak,5
Mie Gacoan Bandung - Buah Batu,Hanif Supriatna,"untuk harga segitu menurut saya worth it lah ya, tapi soal rasa gacoan kadang kurang gurih,kurang manis dan rasanya hambar karena ga terbumbui dengan tepat, soal pedes itu ga konsisten kadang saya selalu order lvl 1 dan kadang pedes kadang …",2
Mie Gacoan Bandung - Buah Batu,Dellan Sidiik,tempatnya enak makanya enak ramah ramah,5
Mie Gacoan Bandung - Buah Batu,zafira mayra,tempat nya nyaman,5
Mie Gacoan Bandung - Buah Batu,Dinara Safina,Kesini pas mau jam makan siang jadi agak penuh bahkan ada yg harus di waiting list dulu,5
Mie Gacoan Bandung - Buah Batu,seful akbar,Lvl 1. Tp pedas nya gk kira*..,3
Mie Gacoan Bandung - Buah Batu,red blade,makanan nya enak mantap👍 …,5
Mie Gacoan Bandung - Buah Batu,liviadl,pelayanannya ramah bgt sukakkk🤩 …,5
Mie Gacoan Bandung - Buah Batu,die star,"Tingkatkan lagi pelayanannya.

Meskipun sedang booming dan viral, membuat nyaman pembeli dengan tidak banyak …",4
Mie Gacoan Bandung - Buah Batu,Didin Rustam,Kenapa kasirnya suka nanya nanya nama driver kan udah tertera di mie gacoan juga ga propesional banget sih biasa juga tingal sebutin aja namanya,1
Mie Gacoan Bandung - Buah Batu,Firda Aisyah,"Mie  gacoan nya enak, pelayanan nya juga baik ramah ramah juga pegawai nya",5
Mie Gacoan Bandung - Buah Batu,Yolanda,"Makanan nyaa enakk, pelayanan nya ramah dan cepatt",5
Mie Gacoan Bandung - Buah Batu,ayy,"Gacoan yg jarang sepi,jadi buat kalian yg laper bgt mending pilih ketempat makan lain dulu deh daripada ngantri lama wkwkwk …",4
Mie Gacoan Bandung - Buah Batu,rinda apriliasari,Gacoan bubat mantap dari segi pelayanan dan makanannya juga 👍👍👍 …,5
Mie Gacoan Bandung - Buah Batu,Putri Muthmainnah Khoirunnisa,"Nyaman sekali ada banyak arena makan,,, aesthetic juga,,",5
Mie Gacoan Bandung - Buah Batu,Citra Raya,"Pelayanannya pada ramah sekali,senyumnya gapernah ketinggalan",5
Mie Gacoan Bandung - Buah Batu,Siska Amelia,"Pelayanan nya baik, pelayan nya ramah",5
Mie Gacoan Bandung - Buah Batu,selvya anggraeni,pelayanan nyaaa baik dan lumayan cepet buat pelayanan nyaaa ramah ramah,5
Mie Gacoan Bandung - Buah Batu,Siti Nuraeni,"Tempatnya Keren, makanannya murah dan sesuai selera",5
Mie Gacoan Bandung - Buah Batu,Khotimaah nur jazilah,"pelayanannya ramah, cepat, tempatnya bersih, cleaning servicenya rajin bersihin tempatnya",5
Mie Gacoan Bandung - Buah Batu,sigit Permana,KEREENN LAHH GACOANN BUAHH BATUUU WELLL PISANN,5
Mie Gacoan Bandung - Buah Batu,Muhammad rafa Santosa,Makanan nya enak suasana bagus,5
Mie Gacoan Bandung - Buah Batu,cya nara23,"makananya enak, masi hangat, mie nya lembut, layanannya baik,",5
Mie Gacoan Bandung - Buah Batu,Finding Doty,Selalu rame dan ngantri jadi harus bersabar😬 …,5
Mie Gacoan Bandung - Buah Batu,Nungky Ragita,Sangat memuaskan.... Top pokonya,5
Mie Gacoan Bandung - Buah Batu,Rudy Purnama,Beli gacoan d bubat tidak ada kembalian 2rb perak parah bangtt sekelas mie gocoan tidak ada receh 2rb perak,1
Mie Gacoan Bandung - Buah Batu,M Akmal 2,"Tempatnya bagus, pegawainya ramah ramah",5
Mie Gacoan Bandung - Buah Batu,Ananda Afitriyah,"Kok gacoan buah batu jadi beda banget yahh, tadi aja saya ngantri dikasir ada ibu"" pake kemeja putih berisiknya minta ampun saya ngerti loh orderan lagi banyak, tapi gausah teriak teriak juga lah ini gacoan open kitchen loh malu suasananya …",1
Mie Gacoan Bandung - Buah Batu,Putra Cs Putra Cs,Tempatnya enak indor autdor dan luas.. bisa merokok di autdor.. dan kasrinya ramah dan gercep👍👍 …,5
Mie Gacoan Bandung - Buah Batu,Cahya Anisa,"Tempat yang gak pernah kutemui sepi saat berkunjung kesana. Mie gacoannya aku kurang suka karna ada bawang daunnya (opsional) tapi pangsitnya enak banget. Suasananya juga instagramable banget, pasilitasnya lengkap ada kamar mandi dan musholla.",4
Mie Gacoan Bandung - Buah Batu,Salsa widya,"buset pesen di grab, grab nya nunggu hampir 2 jam lebih, gila si , kasian ke si bapaknya",1
Mie Gacoan Bandung - Buah Batu,Windi Nurlaitadewi,"enak bangettt, pelayannya baguss🤩🤩!! …",5
Mie Gacoan Bandung - Buah Batu,Indah Rahmadanie,"Sumpah baru pertama kali gw makan gacoan sampai tantrum edan , emosi cara melihat kerjaan krywnnya kualitas layannannya sangat2 minus , baru kali ini gw makan gacoan ditmpt terus pengen ada yang di takeaway makannya gila gw kudu antri lagi …",1
Mie Gacoan Bandung - Buah Batu,Rizal Umami,Tempatnya enk nyaman makanannya tempatnya juga,5
Mie Gacoan Bandung - Buah Batu,Fii Mii,"tukang parkir nya ngak ramah maap yah,klo untuk restorannya *5 menurut saya,soalnya kenapa? klo jadi kang parkir itu harus nya bantuin keluarin dulu gitu atau bantu"" pindahin gitu biar bisa keluar motor,eh ini malah diem aja stay di tempat depan nunggu motor keluar harus bayar lgi bantu jga ngak harus bayar lgi najis tukang parkir nya",1
Mie Gacoan Bandung - Buah Batu,irestarea,Makanannya enak dan suasana nya nyamann,5
Mie Gacoan Bandung - Buah Batu,Tiara Paramudita,coba bersihin sela² meja nya kotor bgt ituuu 😭 …,4
Mie Gacoan Bandung - Buah Batu,Siska Marlina,"Makanannya enak, layanan mantap, suasana selalu ramai🔥 …",5
Mie Gacoan Bandung - Buah Batu,Soni Setiawan18,TUKANG PARKIR NYA GOBLOK,1
Mie Gacoan Bandung - Buah Batu,NS Tip,"Segini 17K aja. Murah meriah rasanya enak, apalagi pangsitnya. Ditambah tempatnya bersih dan nyaman",5
Mie Gacoan Bandung - Buah Batu,Astri tri andini,"Untuk pelayanannya menurut saya yg kerja di F&B agak kurang yah,soalnya kan saya rombongan ga di arahin untuk duduknyaa gitu.semoga bisa di perbaiki lagi lebih di arahin lagi.",5
Mie Gacoan Bandung - Buah Batu,Yolan Meiliana,"Overall harga makanannya murah, rasanya lumayan enak. Rata rata yg datang anak muda.
Untuk restoran yg terbilang murah pelayanan oke, bersih, tersedia kursi makan untuk anak ini point penting buat aku yg punya toddler.",4
Mie Gacoan Bandung - Buah Batu,Neni Mulyaningsih,"Selasa kemaren ke gacoan, terus pas lagi ngobrol karyawannya bilang maaf mau ambil piring kotor. Sedangkan disitu masih ada makanannya. Terus dilap-lap meja, disemprot, diberesin. Padahal kan nanti aja pas customer udah pergi. Karyawannya masih training kayanya soalnya pake baju putih",2
Mie Gacoan Bandung - Buah Batu,Fitriyani,"tempat nya nyaman,pelayanan yang sangat memuaskan",5
Mie Gacoan Bandung - Buah Batu,Belva Naurah,"makanannya enak, layanan nya baik dan ramah, suasananya enak sejuk sepi juga ga terlalu banyak orang",5
Mie Gacoan Bandung - Buah Batu,Intan Nr,enak banget plis,5
Mie Gacoan Bandung - Buah Batu,Mira Cantika,"Saya ojol pas pick up penumpang malah di pajak parkir oleh yg jaga parkir waktu itu mukanya pake tato,
Saya jelaskan hanya naikin penumpang tidak parkir dulu cuma berhenti sejenak …",1
Mie Gacoan Bandung - Buah Batu,4DMuhamad Rafli,"Sering bnget ksni , kmren ke sana makan meja nya kotor banget ga seperti biasanya, sama piring2 bekas makanan nya kayak bekas org lain LeNgKet cuci nya ga bner, casirnya juga banyak maen ngelayani juga udh tau ngantri banyak Mash maen2 haduh, kalo pesen level 1 kayak yg d kash level 2 pedes banget ngga biasanya😪😪 …",3
Mie Gacoan Bandung - Buah Batu,Kaila Dwi,"makanan enak, layanan cukup ramah",5
Mie Gacoan Bandung - Buah Batu,Azzahra Aprilia Vega,makanannya enak !!,5
Mie Gacoan Bandung - Buah Batu,Nelva Indri yani,makanannya enak murah terjangkau,4
Mie Gacoan Bandung - Buah Batu,Kaella Kartika Ayu,"pelayanannya sangat bagus sekali,pelayan ramah ramah,rasa enakk sekali,tempatnya nyaman jugaa,mantapp puol soalnyaa",5
Mie Gacoan Bandung - Buah Batu,Ella Ella,"Kaka Kaka nya sangat ramah dan baik
Mantapppp",5
Mie Gacoan Bandung - Buah Batu,Amiii Fzh28,"miee nyaa enaakkk, pelayanan nyaa jugaa ramaahhh",5
Mie Gacoan Bandung - Buah Batu,Rima Sri,"Pertama kli ksni sm keluarga,lumayanlah untuk sekedar nongsi😁 …",5
Mie Gacoan Bandung - Buah Batu,Telly Nahlu Rizal,"Yang  punya usaha , Staff dan karyawan , makanan dan pelayanan nya kereeennn abisss ! Pokonya rekomended pisan 👍👍👍👍👍 …",5
Mie Gacoan Bandung - Buah Batu,Frina Rifani,pelayanan nya bagus dan tempat nya bersih,5
Mie Gacoan Bandung - Buah Batu,Muhammadgazza Sofyan,Makanannya enak,5
Mie Gacoan Bandung - Buah Batu,Candra A Gunawan Summarecon_Bandung,pelayanannya enak ramah dan baik saya suka,5
Mie Gacoan Bandung - Buah Batu,Dwiki A,"Tempat nyaman, pas dateng kebetulan tidak terlalu mengantri, pelayanan cepat.",5
Mie Gacoan Bandung - Buah Batu,Tiara Septriani,mantap sukse selalu,5
Mie Gacoan Bandung - Buah Batu,Riyan Ramadan,Tempatnya bagus enak tempat Bess pokonyaa,5
Mie Gacoan Bandung - Buah Batu,Meilia,"Seperti biasa selalu waiting list, yummy🤤 …",5
Mie Gacoan Bandung - Buah Batu,Vikky Firmansyah,tempat enyak nyaman. best,5
Mie Gacoan Bandung - Buah Batu,khagem world,tempatnya luas dan nyaman.. makanannya enak,5
Mie Gacoan Bandung - Buah Batu,Akbar Ramadhan,"rasa mie nya ya standar gacoan. Cuman, minumannya terlalu manis sampe eneg. oiya, siap siap disuruh rating bintang 5 oleh karyawan disana 😁 👍 …",3
Mie Gacoan Bandung - Buah Batu,Siti Aisyah,"Tempatnya bersih, makanannya enak, pluss karyawannya pada baik",5
Mie Gacoan Bandung - Buah Batu,Alpin Aminulloh,"pelayannya semua humble, dan semua menu selalu fresh",5
Mie Gacoan Bandung - Buah Batu,Ranti Putri Andini,Tempatnya enakk kakkanya ramah yang pake tompi,5
Mie Gacoan Bandung - Buah Batu,Annisa Rahmawati,"tempat nya terbuka, enk udah ngadem",5
Mie Gacoan Bandung - Buah Batu,Zaki Fairuz anafi,nyaman dan pelayanannya sangat baik,5
Mie Gacoan Bandung - Buah Batu,Pamukinou,Udang keju nyaa ngeju banget enak,5
Mie Gacoan Bandung - Buah Batu,Rizky Ian Pratama,"Terimakasih atas pelayanannya, mempriotritaskan ibu bawa bayi, improvee👍 …",5
Mie Gacoan Bandung - Buah Batu,Rohimmat 06 (Ohimm),"tempatnya nyaman,pesenannyaa cepat tempatnya bersih",4
Mie Gacoan Bandung - Buah Batu,alya Tursina nur asri,"tempat gacoan nya nyaman dan bersih dan luas juga ,pesenan jg cepet datangnya",5
Mie Gacoan Bandung - Buah Batu,rara gia,"pelayan nya ramah, makanan nya sesuai ekspetasi minuman nya juga enak, best pokoknya, sukses teruss.",5
Mie Gacoan Bandung - Buah Batu,adelya tasya,Tempatnya enak makannya enka,5
Mie Gacoan Bandung - Buah Batu,Dasem miyasi,"Rekomendasi banget buat yg mau jajan enak tapi ramah di kantong, cocok bgt buat mahasiswa yg nyari spot estetik dan nyaman buat ngumpul2.",5
Mie Gacoan Bandung - Buah Batu,Mira Miratul,"tempat nya nyaman, pelayanan cepat",5
Mie Gacoan Bandung - Buah Batu,Dhani Hamdhani,"Makanan : enak, sesuai dengan kantong..
Layanan : memuaskan, tetapi untuk debit tidak bisa digunakan bila lebih dari jam 21:30..CMIIW. …",5
Mie Gacoan Bandung - Buah Batu,Tresna Liana,"Pelayanan nya luar biasa, gercep dan bersihhhh",5
Mie Gacoan Bandung - Buah Batu,Angga Ahmad Ramadan,Tempatnya nyaman rekom pokonya buat makan,5
Mie Gacoan Bandung - Buah Batu,Fauzan Mareza Dwiputra,tempatnya nyaman. namun untuk parkir mobil agak susah. klo parkir motor mah aman . rasaya begitulah sama dengan di mie gacoan yg lain. mantap sih,5
Mie Gacoan Bandung - Buah Batu,Bije Jackmiko,Tolong tertibkan tukang parkir bergaya preman saya ambil orderan go food kehilangan helm hanya karena parkir diluar karena tdk bawa receh byr parkir tp waktu akan berangkat antar orderan helm hilang satu dan tukang parkir bilang dgn gaya …,1
Mie Gacoan Bandung - Buah Batu,Ina Marlina,bumbu mienya lebih enak daripada beberapa mie gacoan yang pernah saya coba,5
Mie Gacoan Bandung - Buah Batu,nadhifa mahera,"makanannya enak, pelayanannha bagus, suanananya juga",5
Mie Gacoan Bandung - Buah Batu,Wizayn Kusumah,"Dateng makannya lama, yg lebih bikin ga nyaman petugas parkirnya gabantuin padahal di depan mata dia lg nyantai aja ngerokok gapeduli sama sekali mau duitnya doang. Udah gitu matok harga parkirnya 3000 tanpa ada effort. Semoga ada perbaikan.",1
Mie Gacoan Bandung - Buah Batu,Alyaa Sephia,"Enakk enakk, minuman nya juga segerr, tapi sediain tissue plssss",5
Mie Gacoan Bandung - Buah Batu,B4B1 Lucu,Enakk bgtt pls tempatnya ademm fiks kesini lagi,5
Mie Gacoan Bandung - Buah Batu,Eti Kartini,Tempanya enk makannya juga kakaknya ramah ramah,5
Mie Gacoan Bandung - Buah Batu,MUHAMMAD DIAN Angga,"Gacoan level 1 nya terlalu pedes, tempatnya enak buat nongkrong,",4
Mie Gacoan Bandung - Buah Batu,Octa Liani,Tempatnya sejuk pelayanannya cepat,5
Mie Gacoan Bandung - Buah Batu,Soniahsk,kiozii banget tempatnyaa,5
Mie Gacoan Bandung - Buah Batu,Azizah Nur Hidayati,"Tempat nyaman, pelayanan yang ramah",5
Mie Gacoan Bandung - Buah Batu,Palmi Akbar,"Makanan enak pelayanan oke
Minus kang parkir nya ga ngotak take away parkir motor 5rb",1
Mie Gacoan Bandung - Buah Batu,salsa billah,"yang bagian ngasih minuman tanggal 30 juni 2024 sekitar abis adzan isya pelayanan nya judes banget, mungkin bukan passion dia tuh kerja di gacoan.",1
Mie Gacoan Bandung - Buah Batu,Luthfika Dewi Maharani,"tempatnya luas, pelayanan oke, mantap",5
